City,County,Year,TOTALproduction,SFproduction,Mfproduction,Mhproduction
Dixon,Solano County,2015,31,31,0,0
Dixon,Solano County,2016,61,7,54,0
Dixon,Solano County,2017,79,77,2,0
Fairfield,Solano County,1990,513,570,-57,-1
Fairfield,Solano County,1991,919,440,487,-8
Fairfield,Solano County,1992,308,403,-91,-4
Fairfield,Solano County,1993,427,470,-38,-5
Fairfield,Solano County,1994,306,402,-91,-5
Fairfield,Solano County,1995,353,368,-10,-5
Fairfield,Solano County,1996,450,510,-55,-5
Fairfield,Solano County,1997,780,642,143,-5
Fairfield,Solano County,1998,131,327,-183,-13
Fairfield,Solano County,1999,512,457,77,-22
Fairfield,Solano County,2000,604,352,267,-15
Fairfield,Solano County,2001,892,944,-63,11
Fairfield,Solano County,2002,1078,801,267,10
Fairfield,Solano County,2003,415,304,100,11
Fairfield,Solano County,2004,913,647,255,11
Fairfield,Solano County,2005,1071,995,65,11
Fairfield,Solano County,2006,515,559,-54,10
Fairfield,Solano County,2007,93,145,-63,11
Fairfield,Solano County,2008,-57,-8,-60,11
Fairfield,Solano County,2009,-71,-18,-63,10
Fairfield,Solano County,2010,202,214,-15,3
Fairfield,Solano County,2011,163,163,0,0
Fairfield,Solano County,2012,272,272,0,0
Fairfield,Solano County,2013,226,226,0,0
Fairfield,Solano County,2014,359,359,0,0
Fairfield,Solano County,2015,278,278,0,0
Fairfield,Solano County,2016,555,301,254,0
Fairfield,Solano County,2017,362,299,63,0
Rio Vista,Solano County,1990,33,31,3,-1
Rio Vista,Solano County,1991,75,17,12,46
Rio Vista,Solano County,1992,7,9,0,-2
Rio Vista,Solano County,1993,3,8,-3,-2
Rio Vista,Solano County,1994,-3,3,-4,-2
Rio Vista,Solano County,1995,0,5,-3,-2
Rio Vista,Solano County,1996,18,24,-4,-2
Rio Vista,Solano County,1997,77,82,-3,-2
Rio Vista,Solano County,1998,161,167,-4,-2
Rio Vista,Solano County,1999,191,196,-3,-2
Rio Vista,Solano County,2000,87,91,-9,5
Rio Vista,Solano County,2001,265,269,-11,7
Rio Vista,Solano County,2002,178,181,-10,7
Rio Vista,Solano County,2003,288,292,-11,7
Rio Vista,Solano County,2004,275,279,-11,7
Rio Vista,Solano County,2005,319,323,-11,7
Rio Vista,Solano County,2006,235,239,-11,7
Rio Vista,Solano County,2007,140,143,-10,7
Rio Vista,Solano County,2008,76,80,-11,7
Rio Vista,Solano County,2009,51,56,-11,6
Rio Vista,Solano County,2010,32,33,-3,2
Rio Vista,Solano County,2011,26,26,0,0
Rio Vista,Solano County,2012,60,60,0,0
Rio Vista,Solano County,2013,132,132,0,0
Rio Vista,Solano County,2014,100,100,0,0
Rio Vista,Solano County,2015,151,151,0,0
Rio Vista,Solano County,2016,163,163,0,0
Rio Vista,Solano County,2017,146,146,0,0
Suisun City,Solano County,1990,146,231,-84,-2
Suisun City,Solano County,1991,-34,141,-173,-2
Suisun City,Solano County,1992,47,234,-185,-2
Suisun City,Solano County,1993,280,311,-29,-2
Suisun City,Solano County,1994,197,214,-15,-2
Suisun City,Solano County,1995,140,137,5,-2
Suisun City,Solano County,1996,93,92,3,-2
Suisun City,Solano County,1997,78,48,32,-2
Suisun City,Solano County,1998,77,74,5,-2
Suisun City,Solano County,1999,88,86,4,-2
Suisun City,Solano County,2000,75,74,-7,8
Suisun City,Solano County,2001,101,99,-10,12
Suisun City,Solano County,2002,96,96,-11,11
Suisun City,Solano County,2003,209,208,-11,12
Suisun City,Solano County,2004,159,158,-11,12
Suisun City,Solano County,2005,136,134,-10,12
Suisun City,Solano County,2006,125,122,-9,12
Suisun City,Solano County,2007,127,117,-1,11
Suisun City,Solano County,2008,240,64,164,12
Suisun City,Solano County,2009,35,34,-11,12
Suisun City,Solano County,2010,4,4,-3,3
Suisun City,Solano County,2011,0,0,0,0
Suisun City,Solano County,2012,0,0,0,0
Suisun City,Solano County,2013,5,5,0,0
Suisun City,Solano County,2014,34,34,0,0
Suisun City,Solano County,2015,0,0,0,0
Suisun City,Solano County,2016,21,21,0,0
Suisun City,Solano County,2017,35,35,0,0
Unincorporated Solano County,Solano County,1990,55,56,17,-16
Unincorporated Solano County,Solano County,1991,-39,-10,25,-54
Unincorporated Solano County,Solano County,1992,12,-2,22,-8
Unincorporated Solano County,Solano County,1993,11,-7,23,-5
Unincorporated Solano County,Solano County,1994,7,-8,22,-7
Unincorporated Solano County,Solano County,1995,8,-5,22,-9
Unincorporated Solano County,Solano County,1996,-33,-48,23,-8
Unincorporated Solano County,Solano County,1997,-2,-25,22,1
Unincorporated Solano County,Solano County,1998,-17,-31,23,-9
Unincorporated Solano County,Solano County,1999,-6,-19,22,-9
Unincorporated Solano County,Solano County,2000,34,52,-10,-8
Unincorporated Solano County,Solano County,2001,41,73,-21,-11
Unincorporated Solano County,Solano County,2002,14,48,-21,-13
Unincorporated Solano County,Solano County,2003,36,45,-20,11
Unincorporated Solano County,Solano County,2004,0,31,-19,-12
Unincorporated Solano County,Solano County,2005,233,252,-19,0
Unincorporated Solano County,Solano County,2006,41,56,-21,6
Unincorporated Solano County,Solano County,2007,46,52,-15,9
Unincorporated Solano County,Solano County,2008,27,44,-21,4
Unincorporated Solano County,Solano County,2009,22,55,-21,-12
Unincorporated Solano County,Solano County,2010,7,13,-6,0
Unincorporated Solano County,Solano County,2011,7,7,0,0
Unincorporated Solano County,Solano County,2012,4,4,0,0
Unincorporated Solano County,Solano County,2013,12,12,0,0
Unincorporated Solano County,Solano County,2014,7,3,0,4
Unincorporated Solano County,Solano County,2015,13,13,0,0
Unincorporated Solano County,Solano County,2016,18,18,0,0
Unincorporated Solano County,Solano County,2017,14,5,0,9
Vacaville,Solano County,1990,1084,1038,36,10
Vacaville,Solano County,1991,422,412,-4,14
Vacaville,Solano County,1992,623,568,41,14
Vacaville,Solano County,1993,411,351,46,14
Vacaville,Solano County,1994,318,307,-3,14
Vacaville,Solano County,1995,364,352,-2,14
Vacaville,Solano County,1996,279,267,-2,14
Vacaville,Solano County,1997,374,358,2,14
Vacaville,Solano County,1998,336,324,-2,14
Vacaville,Solano County,1999,505,430,61,14
Vacaville,Solano County,2000,858,346,522,-10
Vacaville,Solano County,2001,620,504,133,-17
Vacaville,Solano County,2002,577,226,368,-17
Vacaville,Solano County,2003,421,308,130,-17
Vacaville,Solano County,2004,780,404,394,-18
Vacaville,Solano County,2005,205,258,-36,-17
Vacaville,Solano County,2006,170,213,-26,-17
Vacaville,Solano County,2007,261,321,-43,-17
Vacaville,Solano County,2008,214,252,-21,-17
Vacaville,Solano County,2009,278,279,17,-18
Vacaville,Solano County,2010,264,279,-11,-4
Vacaville,Solano County,2011,138,138,0,0
Vacaville,Solano County,2012,128,128,0,0
Vacaville,Solano County,2013,123,123,0,0
Vacaville,Solano County,2014,155,60,95,0
Vacaville,Solano County,2015,442,220,222,0
Vacaville,Solano County,2016,311,311,0,0
Vacaville,Solano County,2017,567,339,228,0
Vallejo,Solano County,1990,349,278,70,1
Vallejo,Solano County,1991,171,118,51,2
Vallejo,Solano County,1992,110,233,-125,2
Vallejo,Solano County,1993,-30,97,-128,1
Vallejo,Solano County,1994,171,299,-129,1
Vallejo,Solano County,1995,22,150,-129,1
Vallejo,Solano County,1996,-13,114,-128,1
Vallejo,Solano County,1997,-39,88,-129,2
Vallejo,Solano County,1998,127,255,-129,1
Vallejo,Solano County,1999,287,415,-129,1
Vallejo,Solano County,2000,329,227,101,1
Vallejo,Solano County,2001,523,346,176,1
Vallejo,Solano County,2002,475,297,177,1
Vallejo,Solano County,2003,495,191,302,2
Vallejo,Solano County,2004,331,151,179,1
Vallejo,Solano County,2005,541,340,200,1
Vallejo,Solano County,2006,342,-1,342,1
Vallejo,Solano County,2007,134,-56,189,1
Vallejo,Solano County,2008,83,-95,176,2
Vallejo,Solano County,2009,92,-90,181,1
Vallejo,Solano County,2010,71,23,48,0
Vallejo,Solano County,2011,75,27,48,0
Vallejo,Solano County,2012,36,36,0,0
Vallejo,Solano County,2013,53,5,48,0
Vallejo,Solano County,2014,1,1,0,0
Vallejo,Solano County,2015,18,18,0,0
Vallejo,Solano County,2016,50,47,3,0
Vallejo,Solano County,2017,19,16,3,0
Cloverdale,Sonoma County,1990,62,36,23,3
Cloverdale,Sonoma County,1991,62,22,35,5
Cloverdale,Sonoma County,1992,33,35,-7,5
Cloverdale,Sonoma County,1993,9,17,-12,4
Cloverdale,Sonoma County,1994,6,11,-10,5
Cloverdale,Sonoma County,1995,31,39,-12,4
Cloverdale,Sonoma County,1996,12,17,-10,5
Cloverdale,Sonoma County,1997,20,26,-11,5
Cloverdale,Sonoma County,1998,156,164,-12,4
Cloverdale,Sonoma County,1999,142,147,-10,5
Cloverdale,Sonoma County,2000,152,160,-4,-4
Cloverdale,Sonoma County,2001,108,118,-3,-7
Cloverdale,Sonoma County,2002,80,88,-2,-6
Cloverdale,Sonoma County,2003,200,209,-2,-7
Cloverdale,Sonoma County,2004,108,108,6,-6
Cloverdale,Sonoma County,2005,110,103,13,-6
Cloverdale,Sonoma County,2006,27,37,-3,-7
Cloverdale,Sonoma County,2007,52,59,-1,-6
Cloverdale,Sonoma County,2008,15,24,-2,-7
Cloverdale,Sonoma County,2009,6,14,-2,-6
Cloverdale,Sonoma County,2010,3,6,-1,-2
Cloverdale,Sonoma County,2011,0,0,0,0
Cloverdale,Sonoma County,2012,0,0,0,0
Cloverdale,Sonoma County,2013,0,0,0,0
Cloverdale,Sonoma County,2014,0,0,0,0
Cloverdale,Sonoma County,2015,0,0,0,0
Cloverdale,Sonoma County,2016,32,0,32,0
Cloverdale,Sonoma County,2017,9,9,0,0
Cotati,Sonoma County,1990,72,61,12,-1
Cotati,Sonoma County,1991,62,69,-6,-1
Cotati,Sonoma County,1992,-1,6,-6,-1
Cotati,Sonoma County,1993,7,13,-5,-1
Cotati,Sonoma County,1994,29,34,-4,-1
Cotati,Sonoma County,1995,-11,-5,-5,-1
Cotati,Sonoma County,1996,-14,-6,-7,-1
Cotati,Sonoma County,1997,1,6,-5,0
Cotati,Sonoma County,1998,12,4,9,-1
Cotati,Sonoma County,1999,-2,6,-7,-1
Cotati,Sonoma County,2000,11,-9,20,0
Cotati,Sonoma County,2001,98,17,80,1
Cotati,Sonoma County,2002,40,9,31,0
Cotati,Sonoma County,2003,95,23,71,1
Cotati,Sonoma County,2004,124,92,32,0
Cotati,Sonoma County,2005,49,16,32,1
Cotati,Sonoma County,2006,83,22,61,0
Cotati,Sonoma County,2007,30,-3,32,1
Cotati,Sonoma County,2008,11,-19,31,-1
Cotati,Sonoma County,2009,11,-21,31,1
Cotati,Sonoma County,2010,4,-4,8,0
Cotati,Sonoma County,2011,0,0,0,0
Cotati,Sonoma County,2012,0,0,0,0
Cotati,Sonoma County,2013,1,1,0,0
Cotati,Sonoma County,2014,0,0,0,0
Cotati,Sonoma County,2015,1,1,0,0
Cotati,Sonoma County,2016,4,4,0,0
Cotati,Sonoma County,2017,30,24,6,0
Healdsburg,Sonoma County,1990,32,11,21,0
Healdsburg,Sonoma County,1991,12,7,5,0
Healdsburg,Sonoma County,1992,10,10,0,0
Healdsburg,Sonoma County,1993,21,20,1,0
Healdsburg,Sonoma County,1994,19,18,1,0
Healdsburg,Sonoma County,1995,59,34,25,0
Healdsburg,Sonoma County,1996,3,3,0,0
Healdsburg,Sonoma County,1997,47,46,1,0
Healdsburg,Sonoma County,1998,33,32,1,0
Healdsburg,Sonoma County,1999,182,159,23,0
Healdsburg,Sonoma County,2000,192,134,60,-2
Healdsburg,Sonoma County,2001,125,81,47,-3
Healdsburg,Sonoma County,2002,31,33,1,-3
Healdsburg,Sonoma County,2003,30,29,4,-3
Healdsburg,Sonoma County,2004,36,42,-3,-3
Healdsburg,Sonoma County,2005,39,41,0,-2
Healdsburg,Sonoma County,2006,30,35,-1,-4
Healdsburg,Sonoma County,2007,46,51,-3,-2
Healdsburg,Sonoma County,2008,47,49,1,-3
Healdsburg,Sonoma County,2009,30,30,3,-3
Healdsburg,Sonoma County,2010,72,10,63,-1
Healdsburg,Sonoma County,2011,6,6,0,0
Healdsburg,Sonoma County,2012,6,6,0,0
Healdsburg,Sonoma County,2013,30,30,0,0
Healdsburg,Sonoma County,2014,22,20,2,0
Healdsburg,Sonoma County,2015,2,2,0,0
Healdsburg,Sonoma County,2016,9,9,0,0
Healdsburg,Sonoma County,2017,46,46,0,0
Petaluma,Sonoma County,1990,155,181,-30,4
Petaluma,Sonoma County,1991,260,259,-4,5
Petaluma,Sonoma County,1992,268,276,-14,6
Petaluma,Sonoma County,1993,415,416,-6,5
Petaluma,Sonoma County,1994,614,523,86,5
Petaluma,Sonoma County,1995,279,312,-38,5
Petaluma,Sonoma County,1996,395,414,-25,6
Petaluma,Sonoma County,1997,221,257,-41,5
Petaluma,Sonoma County,1998,364,362,-3,5
Petaluma,Sonoma County,1999,537,318,213,6
Petaluma,Sonoma County,2000,610,522,99,-11
Petaluma,Sonoma County,2001,217,142,92,-17
Petaluma,Sonoma County,2002,211,96,131,-16
Petaluma,Sonoma County,2003,211,104,123,-16
Petaluma,Sonoma County,2004,235,172,80,-17
Petaluma,Sonoma County,2005,241,158,99,-16
Petaluma,Sonoma County,2006,237,208,46,-17
Petaluma,Sonoma County,2007,378,183,211,-16
Petaluma,Sonoma County,2008,197,108,105,-16
Petaluma,Sonoma County,2009,117,89,45,-17
Petaluma,Sonoma County,2010,51,51,4,-4
Petaluma,Sonoma County,2011,37,37,0,0
Petaluma,Sonoma County,2012,147,79,68,0
Petaluma,Sonoma County,2013,154,88,66,0
Petaluma,Sonoma County,2014,4,4,0,0
Petaluma,Sonoma County,2015,105,31,74,0
Petaluma,Sonoma County,2016,136,40,96,0
Petaluma,Sonoma County,2017,93,85,8,0
Rohnert Park,Sonoma County,1990,250,253,1,-4
Rohnert Park,Sonoma County,1991,526,177,354,-5
Rohnert Park,Sonoma County,1992,150,84,72,-6
Rohnert Park,Sonoma County,1993,39,42,2,-5
Rohnert Park,Sonoma County,1994,207,211,2,-6
Rohnert Park,Sonoma County,1995,242,40,207,-5
Rohnert Park,Sonoma County,1996,111,90,26,-5
Rohnert Park,Sonoma County,1997,139,119,26,-6
Rohnert Park,Sonoma County,1998,163,126,42,-5
Rohnert Park,Sonoma County,1999,57,60,2,-5
Rohnert Park,Sonoma County,2000,10,-15,16,9
Rohnert Park,Sonoma County,2001,8,-34,28,14
Rohnert Park,Sonoma County,2002,180,-29,195,14
Rohnert Park,Sonoma County,2003,-17,-33,3,13
Rohnert Park,Sonoma County,2004,43,-33,62,14
Rohnert Park,Sonoma County,2005,334,-33,353,14
Rohnert Park,Sonoma County,2006,33,-31,51,13
Rohnert Park,Sonoma County,2007,159,-33,178,14
Rohnert Park,Sonoma County,2008,1,-34,21,14
Rohnert Park,Sonoma County,2009,1,-33,20,14
Rohnert Park,Sonoma County,2010,0,-8,5,3
Rohnert Park,Sonoma County,2011,0,0,0,0
Rohnert Park,Sonoma County,2012,0,0,0,0
Rohnert Park,Sonoma County,2013,0,0,0,0
Rohnert Park,Sonoma County,2014,0,0,0,0
Rohnert Park,Sonoma County,2015,25,23,2,0
Rohnert Park,Sonoma County,2016,21,21,0,0
Rohnert Park,Sonoma County,2017,219,137,82,0
Santa Rosa,Sonoma County,1990,772,583,185,4
Santa Rosa,Sonoma County,1991,1148,817,327,4
Santa Rosa,Sonoma County,1992,942,699,234,9
Santa Rosa,Sonoma County,1993,403,469,-103,37
Santa Rosa,Sonoma County,1994,647,672,-30,5
Santa Rosa,Sonoma County,1995,706,697,-4,13
Santa Rosa,Sonoma County,1996,561,591,-35,5
Santa Rosa,Sonoma County,1997,2201,1537,658,6
Santa Rosa,Sonoma County,1998,775,803,-108,80
Santa Rosa,Sonoma County,1999,1443,915,523,5
Santa Rosa,Sonoma County,2000,1157,957,183,17
Santa Rosa,Sonoma County,2001,1327,1002,302,23
Santa Rosa,Sonoma County,2002,1386,965,403,18
Santa Rosa,Sonoma County,2003,798,513,266,19
Santa Rosa,Sonoma County,2004,682,521,136,25
Santa Rosa,Sonoma County,2005,1037,752,263,22
Santa Rosa,Sonoma County,2006,800,610,171,19
Santa Rosa,Sonoma County,2007,1492,738,728,26
Santa Rosa,Sonoma County,2008,906,468,421,17
Santa Rosa,Sonoma County,2009,442,246,179,17
Santa Rosa,Sonoma County,2010,112,81,26,5
Santa Rosa,Sonoma County,2011,282,132,150,0
Santa Rosa,Sonoma County,2012,176,102,73,1
Santa Rosa,Sonoma County,2013,263,162,103,-2
Santa Rosa,Sonoma County,2014,382,129,62,191
Santa Rosa,Sonoma County,2015,252,130,122,0
Santa Rosa,Sonoma County,2016,311,39,270,2
Santa Rosa,Sonoma County,2017,-849,-1351,380,122
Sebastopol,Sonoma County,1990,71,7,69,-5
Sebastopol,Sonoma County,1991,30,21,15,-6
Sebastopol,Sonoma County,1992,25,22,10,-7
Sebastopol,Sonoma County,1993,50,46,10,-6
Sebastopol,Sonoma County,1994,22,16,10,-4
Sebastopol,Sonoma County,1995,17,12,12,-7
Sebastopol,Sonoma County,1996,19,15,10,-6
Sebastopol,Sonoma County,1997,43,15,34,-6
Sebastopol,Sonoma County,1998,35,27,12,-4
Sebastopol,Sonoma County,1999,60,56,10,-6
Sebastopol,Sonoma County,2000,14,27,-13,0
Sebastopol,Sonoma County,2001,11,27,-16,0
Sebastopol,Sonoma County,2002,9,22,-14,1
Sebastopol,Sonoma County,2003,1,20,-20,1
Sebastopol,Sonoma County,2004,7,27,-20,0
Sebastopol,Sonoma County,2005,3,24,-22,1
Sebastopol,Sonoma County,2006,15,31,-20,4
Sebastopol,Sonoma County,2007,3,23,-20,0
Sebastopol,Sonoma County,2008,12,21,-10,1
Sebastopol,Sonoma County,2009,76,50,25,1
Sebastopol,Sonoma County,2010,1,6,-5,0
Sebastopol,Sonoma County,2011,6,6,0,0
Sebastopol,Sonoma County,2012,3,3,0,0
Sebastopol,Sonoma County,2013,9,9,0,0
Sebastopol,Sonoma County,2014,4,4,0,0
Sebastopol,Sonoma County,2015,3,3,0,0
Sebastopol,Sonoma County,2016,3,3,0,0
Sebastopol,Sonoma County,2017,14,5,8,1
Sonoma,Sonoma County,1990,65,57,11,-3
Sonoma,Sonoma County,1991,85,49,41,-5
Sonoma,Sonoma County,1992,52,35,21,-4
Sonoma,Sonoma County,1993,20,40,-15,-5
Sonoma,Sonoma County,1994,20,35,-11,-4
Sonoma,Sonoma County,1995,52,68,-12,-4
Sonoma,Sonoma County,1996,85,95,-5,-5
Sonoma,Sonoma County,1997,59,79,-16,-4
Sonoma,Sonoma County,1998,27,48,-16,-5
Sonoma,Sonoma County,1999,68,66,5,-3
Sonoma,Sonoma County,2000,159,128,28,3
Sonoma,Sonoma County,2001,29,-21,52,-2
Sonoma,Sonoma County,2002,108,59,44,5
Sonoma,Sonoma County,2003,119,63,51,5
Sonoma,Sonoma County,2004,83,48,30,5
Sonoma,Sonoma County,2005,93,51,37,5
Sonoma,Sonoma County,2006,75,29,41,5
Sonoma,Sonoma County,2007,67,28,33,6
Sonoma,Sonoma County,2008,49,11,33,5
Sonoma,Sonoma County,2009,40,2,33,5
Sonoma,Sonoma County,2010,10,1,8,1
Sonoma,Sonoma County,2011,0,4,0,-4
Sonoma,Sonoma County,2012,9,9,0,0
Sonoma,Sonoma County,2013,55,12,43,0
Sonoma,Sonoma County,2014,25,25,0,0
Sonoma,Sonoma County,2015,10,10,0,0
Sonoma,Sonoma County,2016,13,13,0,0
Sonoma,Sonoma County,2017,10,10,0,0
Unincorporated Sonoma County,Sonoma County,1990,1052,1062,16,-26
Unincorporated Sonoma County,Sonoma County,1991,642,559,117,-34
Unincorporated Sonoma County,Sonoma County,1992,-4968,-3744,-388,-836
Unincorporated Sonoma County,Sonoma County,1993,323,336,55,-68
Unincorporated Sonoma County,Sonoma County,1994,278,314,8,-44
Unincorporated Sonoma County,Sonoma County,1995,34,107,-17,-56
Unincorporated Sonoma County,Sonoma County,1996,200,338,-68,-70
Unincorporated Sonoma County,Sonoma County,1997,-1412,-595,-767,-50
Unincorporated Sonoma County,Sonoma County,1998,172,302,-18,-112
Unincorporated Sonoma County,Sonoma County,1999,347,404,-19,-38
Unincorporated Sonoma County,Sonoma County,2000,229,340,-95,-16
Unincorporated Sonoma County,Sonoma County,2001,264,367,-101,-2
Unincorporated Sonoma County,Sonoma County,2002,234,357,-106,-17
Unincorporated Sonoma County,Sonoma County,2003,328,347,-32,13
Unincorporated Sonoma County,Sonoma County,2004,239,369,-124,-6
Unincorporated Sonoma County,Sonoma County,2005,156,222,-65,-1
Unincorporated Sonoma County,Sonoma County,2006,562,421,132,9
Unincorporated Sonoma County,Sonoma County,2007,446,421,12,13
Unincorporated Sonoma County,Sonoma County,2008,267,347,-90,10
Unincorporated Sonoma County,Sonoma County,2009,990,358,625,7
Unincorporated Sonoma County,Sonoma County,2010,173,187,-34,20
Unincorporated Sonoma County,Sonoma County,2011,129,115,1,13
Unincorporated Sonoma County,Sonoma County,2012,160,94,52,14
Unincorporated Sonoma County,Sonoma County,2013,138,63,62,13
Unincorporated Sonoma County,Sonoma County,2014,-74,101,0,-175
Unincorporated Sonoma County,Sonoma County,2015,98,85,0,13
Unincorporated Sonoma County,Sonoma County,2016,100,98,0,2
Unincorporated Sonoma County,Sonoma County,2017,-4089,-3639,-328,-122
Windsor,Sonoma County,1993,430,390,40,0
Windsor,Sonoma County,1994,354,362,-9,1
Windsor,Sonoma County,1995,174,154,20,0
Windsor,Sonoma County,1996,134,142,-9,1
Windsor,Sonoma County,1997,142,149,-8,1
Windsor,Sonoma County,1998,156,105,51,0
Windsor,Sonoma County,1999,255,182,72,1
Windsor,Sonoma County,2000,349,353,10,-14
Windsor,Sonoma County,2001,238,227,30,-19
Windsor,Sonoma County,2002,172,182,8,-18
Windsor,Sonoma County,2003,200,150,69,-19
Windsor,Sonoma County,2004,219,220,18,-19
Windsor,Sonoma County,2005,266,242,43,-19
Windsor,Sonoma County,2006,200,190,28,-18
Windsor,Sonoma County,2007,134,128,25,-19
Windsor,Sonoma County,2008,72,62,29,-19
Windsor,Sonoma County,2009,36,45,9,-18
Windsor,Sonoma County,2010,0,4,1,-5
Windsor,Sonoma County,2011,65,0,65,0
Windsor,Sonoma County,2012,1,1,0,0
Windsor,Sonoma County,2013,22,12,10,0
Windsor,Sonoma County,2014,2,2,0,0
Windsor,Sonoma County,2015,8,8,0,0
Windsor,Sonoma County,2016,18,19,0,-1
Windsor,Sonoma County,2017,43,7,36,0
